"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
1769,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res42","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,1221.02472577196,0.00622882972992309,1221.02472577196,0.00622882972992309,140,0.872036162189232,0.0854717308040369
1770,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res60",2,2,2,"femlength",70,0.5,-434.730245750568,-0.00200578245369876,434.730245750568,0.00200578245369876,140,0.280809543517826,0.0304311172025398
1771,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res61",2,2,2,"femlength",70,0.5,154.860207898068,0.000538824546476415,154.860207898068,0.000538824546476415,140,0.075435436506698,0.0108402145528648
1772,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res80",2,2,2,"femlength",70,0.5,-1091.66043491947,-0.00361592375121673,1091.66043491947,0.00361592375121673,140,0.506229325170342,0.0764162304443632
1773,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res81",2,2,2,"femlength",70,0.5,-394.658089641878,-0.00136791233452388,394.658089641878,0.00136791233452388,140,0.191507726833343,0.0276260662749315
1774,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res84",2,2,2,"femlength",70,0.5,721.078877289434,0.00321200257863882,721.078877289434,0.00321200257863882,140,0.449680361009435,0.0504755214102604
1775,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-1474.90675253582,-0.00568104259406577,1474.90675253582,0.00568104259406577,140,0.795345963169208,0.103243472677507
1776,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res50","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,-515.213356011371,-0.00254704187364802,515.213356011371,0.00254704187364802,140,0.356585862310723,0.036064934920796
1777,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res61",2,2,2,"femlength",70,0.5,589.590453648636,0.0021192344532701,589.590453648636,0.0021192344532701,140,0.296692823457814,0.0412713317554045
1778,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res80",2,2,2,"femlength",70,0.5,-656.930189168906,-0.00234294562802599,656.930189168906,0.00234294562802599,140,0.328012387923639,0.0459851132418234
1779,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res81",2,2,2,"femlength",70,0.5,40.07215610869,0.000158591683368035,40.07215610869,0.000158591683368035,140,0.0222028356715249,0.0028050509276083
1780,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res84",2,2,2,"femlength",70,0.5,1155.80912304,0.00519750615049769,1155.80912304,0.00519750615049769,140,0.727650861069677,0.0809066386128001
1781,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-1040.17650678525,-0.00414212018667412,1040.17650678525,0.00414212018667412,140,0.579896826134377,0.0728123554749676
1782,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res60","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,-80.4831102608031,-0.000382568065270712,80.4831102608031,0.000382568065270712,140,0.0535595291378996,0.00563381771825622
1783,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res61","(Fluctuate)Res80",2,2,2,"femlength",70,0.5,-1246.52064281754,-0.00410192666706707,1246.52064281754,0.00410192666706707,140,0.574269733389389,0.087256444997228
1784,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res61","(Fluctuate)Res81",2,2,2,"femlength",70,0.5,-549.518297539946,-0.00185067821231795,549.518297539946,0.00185067821231795,140,0.259094949724513,0.0384662808277962
1785,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res61","(Fluctuate)Res84",2,2,2,"femlength",70,0.5,566.218669391366,0.00200310222456075,566.218669391366,0.00200310222456075,140,0.280434311438505,0.0396353068573956
1786,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res61","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-1629.76696043389,-0.00545749507993717,1629.76696043389,0.00545749507993717,140,0.764049311191204,0.114083687230372
1787,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res61","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,-670.07356390944,-0.00270605596468132,670.07356390944,0.00270605596468132,140,0.378847835055385,0.0469051494736608
1788,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res80","(Fluctuate)Res81",2,2,2,"femlength",70,0.5,697.002345277596,0.00219188440062586,697.002345277596,0.00219188440062586,140,0.30686381608762,0.0487901641694317
1789,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res80","(Fluctuate)Res84",2,2,2,"femlength",70,0.5,1812.73931220891,0.00604711905823116,1812.73931220891,0.00604711905823116,140,0.846596668152362,0.126891751854624
1790,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res80","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-383.246317616345,-0.00123410208263573,383.246317616345,0.00123410208263573,140,0.172774291569002,0.0268272422331441
1791,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res80","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,576.447078908103,0.0023910036083322,576.447078908103,0.0023910036083322,140,0.334740505166508,0.0403512955235672
1792,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res81","(Fluctuate)Res84",2,2,2,"femlength",70,0.5,1115.73696693131,0.00374682593608561,1115.73696693131,0.00374682593608561,140,0.524555631051985,0.0781015876851918
1793,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res81","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-1080.24866289394,-0.00367725460502736,1080.24866289394,0.00367725460502736,140,0.51481564470383,0.0756174064025759
1794,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res81","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,-120.555266369493,-0.00055319723248307,120.555266369493,0.00055319723248307,140,0.0774476125476298,0.00843886864586452
1795,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res84","(Fluctuate)Res90",2,2,2,"femlength",70,0.5,-2195.98562982525,-0.00829065476995197,2195.98562982525,0.00829065476995197,140,1.16069166779328,0.153718994087768
1796,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res84","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,-1236.2922333008,-0.00615987199367442,1236.2922333008,0.00615987199367442,140,0.862382079114418,0.0865404563310563
1797,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res90","(Fluctuate)Res91",2,2,2,"femlength",70,0.5,959.693396524448,0.00426905161503528,959.693396524448,0.00426905161503528,140,0.597667226104939,0.0671785377567113
1798,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stablemean","Fluctuatemean",2,2,2,"femlength",70,0.5,705.098528144177,0.00247163945011553,705.098528144177,0.00247163945011553,140,0.346029523016174,0.0493568969700924
1799,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","Stable(Kay)",2,2,2,"femsomaweight",70,0.5,-81.9189429013585,-0.0000842003897804691,81.9189429013585,0.0000842003897804691,140,0.0117880545692657,0.00573432600309509
1800,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","Stable(Kaihue)",2,2,2,"femsomaweight",70,0.5,-976.539274350952,-0.000707150298093064,976.539274350952,0.000707150298093064,140,0.0990010417330289,0.0683577492045666
1801,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","Stable(Univeristy)",2,2,2,"femsomaweight",70,0.5,-6451.74496189341,-0.00520493609239112,6451.74496189341,0.00520493609239112,140,0.728691052934757,0.451622147332539
1802,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Wahiawa",2,2,2,"femsomaweight",70,0.5,785.757860222563,0.000809616666722514,785.757860222563,0.000809616666722514,140,0.113346333341152,0.0550030502155794
1803,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Opaeula",2,2,2,"femsomaweight",70,0.5,1383.0104051877,0.00147662933766998,1383.0104051877,0.00147662933766998,140,0.206728107273797,0.0968107283631392
1804,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,-4533.46473860948,-0.00291521616978346,4533.46473860948,0.00291521616978346,140,0.408130263769685,0.317342531702663
1805,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,6285.94130448769,0.00385218321905373,6285.94130448769,0.00385218321905373,140,0.539305650667522,0.440015891314138
1806,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,9147.35070173982,0.0119616207058114,9147.35070173982,0.0119616207058114,140,1.6746268988136,0.640314549121787
1807,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,305.300296593763,0.0002783253665036,305.300296593763,0.0002783253665036,140,0.0389655513105041,0.0213710207615634
1808,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,7136.87051284344,0.00825190411485841,7136.87051284344,0.00825190411485841,140,1.15526657608018,0.499580935899041
1809,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,12907.1833403486,0.0128244775796333,12907.1833403486,0.0128244775796333,140,1.79542686114867,0.903502833824399
1810,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,-3020.83704064629,-0.00364247586975481,3020.83704064629,0.00364247586975481,140,0.509946621765673,0.21145859284524
1811,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,14977.9320587199,0.0127494206801623,14977.9320587199,0.0127494206801623,140,1.78491889522272,1.04845524411039
1812,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,-4261.81807984537,-0.00458445221035482,4261.81807984537,0.00458445221035482,140,0.641823309449675,0.298327265589176
1813,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,-2633.66661524926,-0.00454342544151672,2633.66661524926,0.00454342544151672,140,0.636079561812341,0.184356663067448
1814,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,6489.07290082631,0.00833533393000532,6489.07290082631,0.00833533393000532,140,1.16694675020075,0.454235103057842
1815,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,1684.63155436408,0.00210720244667474,1684.63155436408,0.00210720244667474,140,0.295008342534464,0.117924208805485
1816,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,4368.32609059713,0.00400809431286979,4368.32609059713,0.00400809431286979,140,0.56113320380177,0.305782826341799
1817,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,1150.44712963252,0.00101399433745553,1150.44712963252,0.00101399433745553,140,0.141959207243774,0.0805312990742761
1818,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,4567.47960798587,0.00446087401321759,4567.47960798587,0.00446087401321759,140,0.624522361850463,0.319723572559011
1819,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res84",2,2,2,"femsomaweight",70,0.5,7560.10150970268,0.0100180838013548,7560.10150970268,0.0100180838013548,140,1.40253173218967,0.529207105679188
1820,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res90",2,2,2,"femsomaweight",70,0.5,-1142.71093438665,-0.00114763966431155,1142.71093438665,0.00114763966431155,140,0.160669553003617,0.0799897654070652
1821,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Twin)","(Fluctuate)Res91",2,2,2,"femsomaweight",70,0.5,2446.402711592,0.00227550552088873,2446.402711592,0.00227550552088873,140,0.318570772924422,0.17124818981144
1822,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","Stable(Kaihue)",2,2,2,"femsomaweight",70,0.5,-894.620331449593,-0.000856367286550062,894.620331449593,0.000856367286550062,140,0.119891420117009,0.0626234232014715
1823,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","Stable(Univeristy)",2,2,2,"femsomaweight",70,0.5,-6369.82601899205,-0.00528652502656449,6369.82601899205,0.00528652502656449,140,0.740113503719029,0.445887821329444
1824,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Wahiawa",2,2,2,"femsomaweight",70,0.5,867.676803123921,0.000907970801749526,867.676803123921,0.000907970801749526,140,0.127115912244934,0.0607373762186745
1825,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Opaeula",2,2,2,"femsomaweight",70,0.5,1464.92934808906,0.00156536176954248,1464.92934808906,0.00156536176954248,140,0.219150647735947,0.102545054366234
1826,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,-4451.54579570812,-0.00339620426543491,4451.54579570812,0.00339620426543491,140,0.475468597160888,0.311608205699568
1827,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,6367.86024738904,0.00670639169452316,6367.86024738904,0.00670639169452316,140,0.938894837233242,0.445750217317233
1828,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,9229.26964464118,0.0131299237081997,9229.26964464118,0.0131299237081997,140,1.83818931914796,0.646048875124882
1829,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,387.219239495121,0.000395390990795555,387.219239495121,0.000395390990795555,140,0.0553547387113778,0.0271053467646585
1830,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,7218.7894557448,0.00934400250391573,7218.7894557448,0.00934400250391573,140,1.3081603505482,0.505315261902136
1831,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,12989.1022832499,0.0205460234119824,12989.1022832499,0.0205460234119824,140,2.87644327767754,0.909237159827494
1832,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,-2938.91809774493,-0.00296283478277463,2938.91809774493,0.00296283478277463,140,0.414796869588448,0.205724266842145
1833,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,15059.8510016212,0.0219713717488881,15059.8510016212,0.0219713717488881,140,3.07599204484434,1.05418957011348
1834,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,-4179.89913694401,-0.00374419896029196,4179.89913694401,0.00374419896029196,140,0.524187854440875,0.292592939586081
1835,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,-2551.7476723479,-0.00262366746056388,2551.7476723479,0.00262366746056388,140,0.367313444478944,0.178622337064353
1836,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,6570.99184372767,0.00862191914381345,6570.99184372767,0.00862191914381345,140,1.20706868013388,0.459969429060937
1837,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,1766.55049726543,0.00195736548924251,1766.55049726543,0.00195736548924251,140,0.274031168493952,0.12365853480858
1838,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,4450.24503349849,0.00474810133529425,4450.24503349849,0.00474810133529425,140,0.664734186941194,0.311517152344894
1839,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,1232.36607253387,0.00125096025047154,1232.36607253387,0.00125096025047154,140,0.175134435066015,0.0862656250773712
1840,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,4649.39855088722,0.00551214828880399,4649.39855088722,0.00551214828880399,140,0.771700760432559,0.325457898562106
1841,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res84",2,2,2,"femsomaweight",70,0.5,7642.02045260404,0.0104963519398855,7642.02045260404,0.0104963519398855,140,1.46948927158396,0.534941431682283
1842,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res90",2,2,2,"femsomaweight",70,0.5,-1060.79199148529,-0.00104297090637837,1060.79199148529,0.00104297090637837,140,0.146015926892972,0.0742554394039701
1843,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kay)","(Fluctuate)Res91",2,2,2,"femsomaweight",70,0.5,2528.32165449335,0.00258319586086613,2528.32165449335,0.00258319586086613,140,0.361647420521258,0.176982515814535
1844,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","Stable(Univeristy)",2,2,2,"femsomaweight",70,0.5,-5475.20568754246,-0.00352157548648745,5475.20568754246,0.00352157548648745,140,0.493020568108244,0.383264398127972
1845,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Wahiawa",2,2,2,"femsomaweight",70,0.5,1762.29713457351,0.00139166629110789,1762.29713457351,0.00139166629110789,140,0.194833280755105,0.123360799420146
1846,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Opaeula",2,2,2,"femsomaweight",70,0.5,2359.54967953865,0.00232755241414748,2359.54967953865,0.00232755241414748,140,0.325857337980647,0.165168477567706
1847,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,-3556.92546425852,-0.00214605694673162,3556.92546425852,0.00214605694673162,140,0.300447972542427,0.248984782498097
1848,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,7262.48057883864,0.00435186350147892,7262.48057883864,0.00435186350147892,140,0.609260890207048,0.508373640518705
1849,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,10123.8899760908,0.0121169435433827,10123.8899760908,0.0121169435433827,140,1.69637209607358,0.708672298326354
1850,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,1281.83957094471,0.000891030405808665,1281.83957094471,0.000891030405808665,140,0.124744256813213,0.08972876996613
1851,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,8113.40978719439,0.00851089760858469,8113.40978719439,0.00851089760858469,140,1.19152566520186,0.567938685103607
1852,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,13883.7226146995,0.0131773004393462,13883.7226146995,0.0131773004393462,140,1.84482206150847,0.971860583028966
1853,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,-2044.29776629533,-0.00214191680304138,2044.29776629533,0.00214191680304138,140,0.299868352425793,0.143100843640673
1854,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,15954.4713330708,0.0134834991664203,15954.4713330708,0.0134834991664203,140,1.88768988329884,1.11681299331496
1855,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,-3285.27880549442,-0.00213565270945408,3285.27880549442,0.00213565270945408,140,0.298991379323572,0.229969516384609
