"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
2234,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,17667.810742731,0.0128279474691894,17667.810742731,0.0128279474691894,140,1.79591264568652,1.23674675199117
2235,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-7716.02847506316,-0.00773005747469353,7716.02847506316,0.00773005747469353,140,1.08220804645709,0.540121993254421
2236,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,3433.11508863029,0.003122330285763,3433.11508863029,0.003122330285763,140,0.43712624000682,0.24031805620412
2237,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,8343.73499544967,0.0100718083125883,8343.73499544967,0.0100718083125883,140,1.41005316376237,0.584061449681477
2238,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-2199.80930408463,-0.00220029412192004,2199.80930408463,0.00220029412192004,140,0.308041177068805,0.153986651285924
2239,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,3416.51987171773,0.00331304440450532,3416.51987171773,0.00331304440450532,140,0.463826216630745,0.239156391020241
2240,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-3504.09304977279,-0.00297620861002712,3504.09304977279,0.00297620861002712,140,0.416669205403797,0.245286513484095
2241,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-3549.08746267131,-0.00343389938954318,3549.08746267131,0.00343389938954318,140,0.480745914536046,0.248436122386992
2242,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,3798.80567986647,0.00334051281787349,3798.80567986647,0.00334051281787349,140,0.467671794502288,0.265916397590653
2243,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,17228.4069715055,0.0247912680130959,17228.4069715055,0.0247912680130959,140,3.47077752183343,1.20598848800539
2244,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-18984.5321219513,-0.0102527492135046,18984.5321219513,0.0102527492135046,140,1.43538488989064,1.32891724853659
2245,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-8845.42608166351,-0.00664363850677943,8845.42608166351,0.00664363850677943,140,0.93010939094912,0.619179825716446
2246,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,4213.06731442809,0.00410824595144455,4213.06731442809,0.00410824595144455,140,0.575154433202237,0.294914712009966
2247,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,21567.0177037688,0.0189413025453576,21567.0177037688,0.0189413025453576,140,2.65178235635006,1.50969123926382
2248,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,31906.4193451312,0.0119450985972794,31906.4193451312,0.0119450985972794,140,1.67231380361912,2.23344935415918
2249,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,6522.58012733707,0.00772075542039943,6522.58012733707,0.00772075542039943,140,1.08090575885592,0.456580608913595
2250,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,17671.7236910305,0.0118008319316574,17671.7236910305,0.0118008319316574,140,1.65211647043204,1.23702065837214
2251,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,22582.3435978499,0.0448065638761459,22582.3435978499,0.0448065638761459,140,6.27291894266043,1.58076405184949
2252,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,12038.7992983156,0.0170239184500748,12038.7992983156,0.0170239184500748,140,2.38334858301047,0.842715950882092
2253,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,17655.128474118,0.0293615523315093,17655.128474118,0.0293615523315093,140,4.1106173264113,1.23585899318826
2254,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,10734.5155526275,0.00950509587464439,10734.5155526275,0.00950509587464439,140,1.33071342245021,0.751416088683921
2255,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,10689.5211397289,0.00914399167622556,10689.5211397289,0.00914399167622556,140,1.28015883467158,0.748266479781025
2256,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,18037.4142822667,0.0110918536630515,18037.4142822667,0.0110918536630515,140,1.55285951282721,1.26261899975867
2257,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,31467.0155739057,0.0283481237524981,31467.0155739057,0.0283481237524981,140,3.96873732534974,2.2026910901734
2258,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-4745.92351955102,-0.0026231836357054,4745.92351955102,0.0026231836357054,140,0.367245708998756,0.332214646368572
2259,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,5393.18252073672,0.00786199355540574,5393.18252073672,0.00786199355540574,140,1.1006790977568,0.37752277645157
2260,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res31","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,18451.6759168283,0.0134528903850316,18451.6759168283,0.0134528903850316,140,1.88340465390442,1.29161731417798
2261,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,10339.4016413624,0.00798347038355702,10339.4016413624,0.00798347038355702,140,1.11768585369798,0.723758114895368
2262,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-15044.4375764317,-0.0218968482888932,15044.4375764317,0.0218968482888932,140,3.06555876044505,1.05311063035022
2263,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,-3895.29401273827,-0.00445374034019067,3895.29401273827,0.00445374034019067,140,0.623523647626694,0.272670580891679
2264,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,1015.32589408111,0.00146882506281329,1015.32589408111,0.00146882506281329,140,0.205635508793861,0.0710728125856774
2265,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-9528.21840545319,-0.0130345418877976,9528.21840545319,0.0130345418877976,140,1.82483586429167,0.666975288381723
2266,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,-3911.88922965083,-0.0047328800717386,3911.88922965083,0.0047328800717386,140,0.662603210043404,0.273832246075558
2267,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-10832.5021511413,-0.0125092998037487,10832.5021511413,0.0125092998037487,140,1.75130197252482,0.758275150579894
2268,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-10877.4965640399,-0.0145507618754623,10877.4965640399,0.0145507618754623,140,2.03710666256472,0.761424759482791
2269,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,-3529.60342150209,-0.00388139216335012,3529.60342150209,0.00388139216335012,140,0.543394902869017,0.247072239505146
2270,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,9899.99787013696,0.0155062041100887,9899.99787013696,0.0155062041100887,140,2.17086857541242,0.692999850909587
2271,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-26312.9412233198,-0.0209535356760176,26312.9412233198,0.0209535356760176,140,2.93349499464247,1.84190588563239
2272,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-16173.8351830321,-0.0172707059677855,16173.8351830321,0.0172707059677855,140,2.41789883548997,1.13216846281225
2273,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res32","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,-3115.34178694048,-0.00385651505111218,3115.34178694048,0.00385651505111218,140,0.539912107155706,0.218073925085833
2274,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-25383.8392177941,-0.0219356488364865,25383.8392177941,0.0219356488364865,140,3.0709908371081,1.77686874524559
2275,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,-14234.6956541007,-0.00905611573875319,14234.6956541007,0.00905611573875319,140,1.26785620342545,0.996428695787047
2276,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,-9324.0757472813,-0.00462344279712855,9324.0757472813,0.00462344279712855,140,0.647281991597998,0.652685302309691
2277,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-19867.6200468156,-0.0137722339296966,19867.6200468156,0.0137722339296966,140,1.92811275015753,1.39073340327709
2278,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,-14251.2908710132,-0.00601658127499242,14251.2908710132,0.00601658127499242,140,0.842321378498938,0.997590360970926
2279,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-21171.9037925037,-0.0121809397794783,21171.9037925037,0.0121809397794783,140,1.70533156912696,1.48203326547526
2280,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-21216.8982054023,-0.0179924631375727,21216.8982054023,0.0179924631375727,140,2.51894483926018,1.48518287437816
2281,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,-13869.0050628645,-0.00915456407235675,13869.0050628645,0.00915456407235675,140,1.28163897012995,0.970830354400514
2282,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,-439.403771225447,-0.000294749790753673,439.403771225447,0.000294749790753673,140,0.0412649707055142,0.0307582639857813
2283,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-36652.3428646822,-0.0124035134241642,36652.3428646822,0.0124035134241642,140,1.73649187938299,2.56566400052776
2284,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-26513.2368243945,-0.0132346205768693,26513.2368243945,0.0132346205768693,140,1.8528468807617,1.85592657770761
2285,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res33","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,-13454.7434283029,-0.0131976189995058,13454.7434283029,0.0131976189995058,140,1.84766665993082,0.941832039981201
2286,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,11149.1435636935,0.0136794242057063,11149.1435636935,0.0136794242057063,140,1.91511938879889,0.780440049458542
2287,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,16059.7634705128,0.0443151746006508,16059.7634705128,0.0443151746006508,140,6.20412444409111,1.1241834429359
2288,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,5516.21917097854,0.00944516574549662,5516.21917097854,0.00944516574549662,140,1.32232320436953,0.386135341968497
2289,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,11132.5483467809,0.0244884069608779,11132.5483467809,0.0244884069608779,140,3.4283769745229,0.779278384274663
2290,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,4211.93542529038,0.00583786768505601,4211.93542529038,0.00583786768505601,140,0.817301475907842,0.294835479770327
2291,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,4166.94101239186,0.00507024101798413,4166.94101239186,0.00507024101798413,140,0.709833742517778,0.29168587086743
2292,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,11514.8341549296,0.0128545894491972,11514.8341549296,0.0128545894491972,140,1.79964252288761,0.806038390845075
2293,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,24944.4354465687,0.0542302442853031,24944.4354465687,0.0542302442853031,140,7.59223419994244,1.74611048125981
2294,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-11268.5036468881,-0.0110398590506694,11268.5036468881,0.0110398590506694,140,1.54558026709371,0.788795255282166
2295,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-1129.39760660035,-0.00162108821908076,1129.39760660035,0.00162108821908076,140,0.226952350671306,0.0790578324620244
2296,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res35","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,11929.0957894913,0.0124082500484759,11929.0957894913,0.0124082500484759,140,1.73715500678662,0.835036705264387
2297,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res40","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,4910.61990681938,0.00589235731845058,4910.61990681938,0.00589235731845058,140,0.824930024583082,0.343743393477356
2298,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res40","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-5632.92439271492,-0.00650347129836181,5632.92439271492,0.00650347129836181,140,0.910485981770654,0.394304707490044
